codeleccion,deseleccion,coddepartamento,desdepartamento,coddistrito,desdistrito,codzona,deszona,codlocal,deslocal,mesa,tipo,id_credencial
207,PARTIDO UNACE,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-ESC. BASICA Nº 458 MARISCAL FRANCISCO SOLANO LOPEZ,1,NORMAL,55198748
207,PARTIDO UNACE,14,14-CANINDEYU,3,3-FRANCISCO CABALLERO ALVAREZ,0,0-FRANCISCO CABALLERO ALVAREZ,1,1-PC- UNACE,1,NORMAL,84151306
207,PARTIDO UNACE,15,15-PRESIDENTE HAYES,5,5-NANAWA ,0,0-NANAWA ,1,1-REGISTRO ELECTORAL DE NANAWA,1,NORMAL,96864160
207,PARTIDO UNACE,16,16-ALTO PARAGUAY ,0,0-FUERTE OLIMPO,0,0-FUERTE OLIMPO ,1,1-TINGLADO MUNICIPAL,1,NORMAL,28222954
207,PARTIDO UNACE,17,17-BOQUERON ,0,0-FILADELFIA ,0,0-FILADELFIA ,1,1-COL TEC NACIONAL (ESC. AMISTAD),1,NORMAL,96646258
208,PARTIDO COMUNISTA PARAGUAYO ,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-PARTIDO COMUNISTA PARAGUAYO,1,NORMAL,72095621
208,PARTIDO COMUNISTA PARAGUAYO ,2,2-SAN PEDRO,0,0-SAN PEDRO DEL YCUAMANDYJU,0,0-SAN PEDRO DEL YCUAMANDYJU,1,1-ESCUELA N° 31 DON BRAULIO ZELADA ,1,NORMAL,66733099
208,PARTIDO COMUNISTA PARAGUAYO ,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,0,0-CORONEL OVIEDO,1,1-ESC. ALICIO PERALTA,1,NORMAL,99306355
208,PARTIDO COMUNISTA PARAGUAYO ,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-COL. ATANACIO RIERA AREA 1,1,NORMAL,29667385
208,PARTIDO COMUNISTA PARAGUAYO ,11,11-CENTRAL,9,9-ITAUGUA,0,0-ITAUGUA,1,1-REGISTRO ELECTORAL  DE ITAUGUA,1,NORMAL,12777349
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,22277541
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,1,1-CONCEPCION,0,0-CONCEPCION,0,0-CONCEPCION,1,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,NORMAL,56739582
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,2,2-SAN PEDRO,13,13-GUAJAYVI,0,0-GUAJAYVI,1,1-REGISTRO ELECTORAL DE GUAJAYVI,1,NORMAL,65813448
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,3,3-CORDILLERA,0,0-CAACUPE,0,0-CAACUPE,1,1-REGISTRO ELECTORAL DE CAACUPE,1,NORMAL,54558160
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-REGISTRO ELECTORAL DE VILLARRICA,1,NORMAL,18432887
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,5,5-CAAGUAZU,3,3-CAAGUAZU,0,0-CAAGUAZU,1,1-INSTITUTO DE FORMACION DOCENTE,1,NORMAL,21903142
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,6,6-CAAZAPA,0,0-CAAZAPA,0,0-CAAZAPA,1,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,NORMAL,33238967
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,9,9-PARAGUARI,1,1-ACAHAY,0,0-ACAHAY,1,1-TINGLADO ASOCIACION DE PROFESORES,1,NORMAL,58290135
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,11,11-CENTRAL,1,1-CAPIATA,0,0-CAPIATA,1,1-COLEGIO POLITECNICO COOPERATIVA CAPIATA ,1,NORMAL,43790810
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,14,14-CANINDEYU,13,13-SAN ISIDRO CURUGUATY,0,0-VILLA SAN ISIDRO CURUGUATY,1,1-ESC. PADRE VICENTE JOSE ORUE,1,NORMAL,29682205
210,PARTIDO INDEPENDIENTE PERSONAS DISCAPACITADAS,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-REGISTRO ELECTORAL DE VILLA HAYES,1,NORMAL,39613381
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,65036449
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,1,1-CONCEPCION,0,0-CONCEPCION,0,0-CONCEPCION,1,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,NORMAL,75198920
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,2,2-SAN PEDRO,13,13-GUAJAYVI,0,0-GUAJAYVI,1,1-ESC. BASICA N° 4804 SAN FELIPE B° SAN PEDRO ,1,NORMAL,10281905
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,2,2-SAN PEDRO,21,21-SAN ESTANISLAO,0,0-SAN ESTANISLAO,1,1-COLEGIO NACIONAL SEBASTIAN YEGROS ,1,NORMAL,74116643
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,3,3-CORDILLERA,0,0-CAACUPE,0,0-CAACUPE,1,1-SALON MUNICIPAL CAACUPE,1,NORMAL,39074369
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-CENTRO REGIONAL DE EDUCACION CICLO 2,1,NORMAL,67311149
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,0,0-CORONEL OVIEDO,1,1-ESC. ALICIO PERALTA,1,NORMAL,24443961
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,5,5-CAAGUAZU,3,3-CAAGUAZU,0,0-CAAGUAZU,1,1-INSTITUTO DE FORMACION DOCENTE,1,NORMAL,78772617
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,6,6-CAAZAPA,13,13-SAN JUAN NEPOMUCENO,0,0-SAN JUAN NEPOMUCENO,1,1-COLEGIO JULIA ACOSTA DE GONZALEZ,1,NORMAL,50636870
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,10670637
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,7,7-ITAPUA,49,49-SAN PEDRO DEL PARANA,0,0-SAN PEDRO DEL PARANA,1,1-ESCUELA N°66 ENRIQUE SOLANO LOPEZ,1,NORMAL,68685669
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,8,8-MISIONES,0,0-SAN JUAN BAUTISTA,0,0-SAN JUAN BAUTISTA,1,1-COL. PEDRO P. PEÑA NRO. 237,1,NORMAL,91960337
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,9,9-PARAGUARI,5,5-CARAPEGUA,0,0-CARAPEGUA,1,1-ESC MODELO GRAL DIAZ,1,NORMAL,44142011
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-COL. ATANACIO RIERA AREA 1,1,NORMAL,20547735
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,11,11-CENTRAL,3,3-FERNANDO DE LA MORA,0,0-FERNANDO DE LA MORA,1,1-COLEGIO MEDALLA MILAGROSA ,1,NORMAL,44467782
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,12,12-ÑEEMBUCU ,0,0-PILAR ,0,0-PILAR ,1,1-ESCUELA JUAN PABLO II,1,NORMAL,69503696
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-ESC. BASICA Nº 458 MARISCAL FRANCISCO SOLANO LOPEZ,1,NORMAL,87589361
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,14,14-CANINDEYU,0,0-SALTO DEL GUAIRA,0,0-SALTO DEL GUAIRA,1,1-COL. NAC. DE S.D.G.,1,NORMAL,96903331
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-ESC. DR. RAUL PEÑA,1,NORMAL,96221951
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,16,16-ALTO PARAGUAY ,0,0-FUERTE OLIMPO,0,0-FUERTE OLIMPO ,1,1-TINGLADO MUNICIPAL,1,NORMAL,61051993
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,17,17-BOQUERON ,1,1-LOMA PLATA,0,0-LOMA PLATA,1,1-REGISTRO ELECTORAL DE LOMA PLATA,1,NORMAL,70233300
211,PARTIDO SOCIALISTA DEMOCRÁTICO HEREDEROS,17,17-BOQUERON ,3,3-MCAL.ESTIGARRIBIA,0,0-MARISCAL ESTIGARRIBIA,1,1-TINGLADO DEL CENTRO SOCIAL,1,NORMAL,13122741
212,PARTIDO POPULAR TEKOJOJA,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,50577549
212,PARTIDO POPULAR TEKOJOJA,1,1-CONCEPCION,0,0-CONCEPCION,0,0-CONCEPCION,1,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,NORMAL,29823338
212,PARTIDO POPULAR TEKOJOJA,1,1-CONCEPCION,11,11-ARROYITO,0,0-ARROYITO,1,1-ESC.BAS. N° 4341 SAN ANDRES ,1,NORMAL,99336925
212,PARTIDO POPULAR TEKOJOJA,3,3-CORDILLERA,0,0-CAACUPE,0,0-CAACUPE,1,1-SALON MUNICIPAL CAACUPE,1,NORMAL,61737738
212,PARTIDO POPULAR TEKOJOJA,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-MUNICIPALIDAD DE VILLARRICA ,1,NORMAL,70911332
212,PARTIDO POPULAR TEKOJOJA,5,5-CAAGUAZU,25,25-REPATRIACION,0,0-REPATRIACION,1,1-REGISTRO ELECTORAL DE REPATRIACION,1,NORMAL,21304621
212,PARTIDO POPULAR TEKOJOJA,6,6-CAAZAPA,0,0-CAAZAPA,0,0-CAAZAPA,1,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,NORMAL,54851419
212,PARTIDO POPULAR TEKOJOJA,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,46908681
212,PARTIDO POPULAR TEKOJOJA,8,8-MISIONES,3,3-SAN IGNACIO,0,0-SAN IGNACIO,1,1-ESC. BAS N°392 SANTO ANGEL  ,1,NORMAL,89188877
212,PARTIDO POPULAR TEKOJOJA,9,9-PARAGUARI,11,11-LA COLMENA,0,0-LA COLMENA,1,1-REGISTRO ELECTORAL LA COLMENA,1,NORMAL,69003246
212,PARTIDO POPULAR TEKOJOJA,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-COL. ATANACIO RIERA AREA 1,1,NORMAL,70328347
212,PARTIDO POPULAR TEKOJOJA,11,11-CENTRAL,17,17-LUQUE,0,0-LUQUE,1,1-CLUB DEPORTIVO BALDERRAMA,1,NORMAL,54994815
212,PARTIDO POPULAR TEKOJOJA,12,12-ÑEEMBUCU ,0,0-PILAR ,0,0-PILAR ,1,1-ESCUELA JUAN PABLO II,1,NORMAL,13260049
212,PARTIDO POPULAR TEKOJOJA,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-REGISTRO ELECTORAL DE PEDRO JUAN CABALLERO ,1,NORMAL,49281351
212,PARTIDO POPULAR TEKOJOJA,14,14-CANINDEYU,13,13-SAN ISIDRO CURUGUATY,0,0-VILLA SAN ISIDRO CURUGUATY,1,1-ESC. PADRE VICENTE JOSE ORUE,1,NORMAL,86941373
212,PARTIDO POPULAR TEKOJOJA,16,16-ALTO PARAGUAY ,0,0-FUERTE OLIMPO,0,0-FUERTE OLIMPO ,1,1-TINGLADO MUNICIPAL,1,NORMAL,39684453
212,PARTIDO POPULAR TEKOJOJA,17,17-BOQUERON ,3,3-MCAL.ESTIGARRIBIA,0,0-MARISCAL ESTIGARRIBIA,1,1-TINGLADO DEL CENTRO SOCIAL,1,NORMAL,34963762
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,34457888
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,1,1-CONCEPCION,11,11-ARROYITO,0,0-ARROYITO,1,1-ESC.BAS. N° 4341 SAN ANDRES ,1,NORMAL,65825799
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,2,2-SAN PEDRO,24,24-SANTA ROSA DEL AGUARAY,0,0-STA.ROSA DEL AGUARAY,1,1-ESCUELA BASICA Nº 4995 SANTO DOMINGO DE GUZMAN DE SANTA ROSA,1,NORMAL,30471532
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,3,3-CORDILLERA,0,0-CAACUPE,0,0-CAACUPE,1,1-SALON MUNICIPAL CAACUPE,1,NORMAL,34160634
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,4,4-GUAIRA,13,13-INDEPENDENCIA,0,0-INDEPENDENCIA,1,1-MUNICIPALIDAD DE LA CIUDAD,1,NORMAL,33225156
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,5,5-CAAGUAZU,3,3-CAAGUAZU,0,0-CAAGUAZU,1,1-INSTITUTO DE FORMACION DOCENTE,1,NORMAL,32825276
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,6,6-CAAZAPA,13,13-SAN JUAN NEPOMUCENO,0,0-SAN JUAN NEPOMUCENO,1,1-COLEGIO JULIA ACOSTA DE GONZALEZ,1,NORMAL,91207364
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,35317145
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,9,9-PARAGUARI,0,0-PARAGUARI,0,0-PARAGUARI,1,1-TINGLADO MUNICIPAL,1,NORMAL,42147522
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-COL. ATANACIO RIERA AREA 1,1,NORMAL,15336219
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,11,11-CENTRAL,27,27-SAN LORENZO,0,0-SAN LORENZO,1,1-ESC. BAS. 23 ESPAÑA,1,NORMAL,18125095
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,12,12-ÑEEMBUCU ,0,0-PILAR ,0,0-PILAR ,1,1-ESCUELA JUAN PABLO II,1,NORMAL,84290960
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-ESC. BASICA Nº 458 MARISCAL FRANCISCO SOLANO LOPEZ,1,NORMAL,28523436
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,14,14-CANINDEYU,0,0-SALTO DEL GUAIRA,0,0-SALTO DEL GUAIRA,1,1-COL. NAC. DE S.D.G.,1,NORMAL,46913550
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-ESC. DR. RAUL PEÑA,1,NORMAL,70259754
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,16,16-ALTO PARAGUAY ,3,3-BAHIA NEGRA,0,0-BAHIA NEGRA,1,1-REGISTRO ELECTORAL DE BAHIA NEGRA,1,NORMAL,59436719
213,PARTIDO DE LA PARTICIPACIÓN CIUDADANA,17,17-BOQUERON ,3,3-MCAL.ESTIGARRIBIA,0,0-MARISCAL ESTIGARRIBIA,1,1-TINGLADO DEL CENTRO SOCIAL,1,NORMAL,64373375
215,PARTIDO FUERZA COMUN ,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,93961585
215,PARTIDO FUERZA COMUN ,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,53415161
215,PARTIDO FUERZA COMUN ,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-COL. ATANACIO RIERA AREA 1,1,NORMAL,27374865
215,PARTIDO FUERZA COMUN ,11,11-CENTRAL,27,27-SAN LORENZO,0,0-SAN LORENZO,1,1-ESC. BAS. 23 ESPAÑA,1,NORMAL,30382587
215,PARTIDO FUERZA COMUN ,14,14-CANINDEYU,16,16-YASY CAÑY,0,0-YASY CAÑY,1,1-ESC.BAS.N°2465 MBURUCUYA ,1,NORMAL,84277149
215,PARTIDO FUERZA COMUN ,17,17-BOQUERON ,3,3-MCAL.ESTIGARRIBIA,0,0-MARISCAL ESTIGARRIBIA,1,1-TINGLADO DEL CENTRO SOCIAL,1,NORMAL,93058576
216,PARTIDO DE LA UNIDAD POPULAR ,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,13881553
216,PARTIDO DE LA UNIDAD POPULAR ,2,2-SAN PEDRO,5,5-CAPIIBARY,0,0-CAPIIBARY,1,1-ESCUELA BAS. Nº 3050 4 DE MAYO,1,NORMAL,84222309
216,PARTIDO DE LA UNIDAD POPULAR ,2,2-SAN PEDRO,11,11-GRAL. F. RESQUIN,0,0-GRAL. FRANCISCO RESQUIN,1,1-REGISTRO ELECTORAL GRAL. FRANCISCO RESQUIN,1,NORMAL,89909311
216,PARTIDO DE LA UNIDAD POPULAR ,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-MUNICIPALIDAD DE VILLARRICA ,1,NORMAL,87988017
216,PARTIDO DE LA UNIDAD POPULAR ,5,5-CAAGUAZU,13,13-JOSE DOMINGO OCAMPO,0,0-JOSE DOMINGO OCAMPO,1,1-REGISTRO JOSE DOMINGO OCAMPO,1,NORMAL,23058365
216,PARTIDO DE LA UNIDAD POPULAR ,6,6-CAAZAPA,17,17-YUTY,0,0-YUTY,1,1-REGISTRO ELECTORAL DE YUTY,1,NORMAL,29887863
216,PARTIDO DE LA UNIDAD POPULAR ,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,18877993
216,PARTIDO DE LA UNIDAD POPULAR ,7,7-ITAPUA,17,17-EDELIRA,0,0-EDELIRA,1,1-TINGLADO MUNICIPAL DE EDELIRA,1,NORMAL,26043403
216,PARTIDO DE LA UNIDAD POPULAR ,9,9-PARAGUARI,9,9-GRAL. BERNARDINO CABALLERO,0,0-GRAL. BERNARDINO CABALLERO,1,1-REGISTRO ELECTORAL DE GRAL. BERNARDINO CABALLERO,1,NORMAL,86301789
216,PARTIDO DE LA UNIDAD POPULAR ,9,9-PARAGUARI,21,21-SAN ROQUE GONZALEZ DE SANTA CRUZ,0,0-SAN ROQUE GONZALEZ DE SANTA CRUZ,1,1-REGISTRO ELECTORAL DE SAN ROQUE GONZALEZ,1,NORMAL,97848494
216,PARTIDO DE LA UNIDAD POPULAR ,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,NORMAL,75943376
216,PARTIDO DE LA UNIDAD POPULAR ,11,11-CENTRAL,27,27-SAN LORENZO,0,0-SAN LORENZO,1,1-ESC. BAS. 23 ESPAÑA,1,NORMAL,37936444
216,PARTIDO DE LA UNIDAD POPULAR ,12,12-ÑEEMBUCU ,3,3-CERRITO,0,0-CERRITO,1,1-REGISTRO ELECTORAL DE CERRITO,1,NORMAL,59592587
216,PARTIDO DE LA UNIDAD POPULAR ,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-REGISTRO ELECTORAL DE PEDRO JUAN CABALLERO ,1,NORMAL,99967856
216,PARTIDO DE LA UNIDAD POPULAR ,14,14-CANINDEYU,16,16-YASY CAÑY,0,0-YASY CAÑY,1,1-ESC.BAS.N°2465 MBURUCUYA ,1,NORMAL,13605389
216,PARTIDO DE LA UNIDAD POPULAR ,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-REGISTRO ELECTORAL DE VILLA HAYES,1,NORMAL,44803875
217,PARTIDO PATRIA SOÑADA,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-LOCAL PARTIDARIO PS,1,NORMAL,77388252
217,PARTIDO PATRIA SOÑADA,2,2-SAN PEDRO,13,13-GUAJAYVI,0,0-GUAJAYVI,1,1-ESC. Nº 4801 VIRGEN DE LOURDES,1,NORMAL,33856637
217,PARTIDO PATRIA SOÑADA,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-MUNICIPALIDAD DE VILLARRICA ,1,NORMAL,74757328
217,PARTIDO PATRIA SOÑADA,5,5-CAAGUAZU,3,3-CAAGUAZU,0,0-CAAGUAZU,1,1-INSTITUTO DE FORMACION DOCENTE,1,NORMAL,70073408
217,PARTIDO PATRIA SOÑADA,6,6-CAAZAPA,0,0-CAAZAPA,0,0-CAAZAPA,1,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,NORMAL,24385984
217,PARTIDO PATRIA SOÑADA,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,85288383
217,PARTIDO PATRIA SOÑADA,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-POLIDEPORTIVO MUNICIPAL DON CARLOS BARRETO SARUBBI,1,NORMAL,15077393
217,PARTIDO PATRIA SOÑADA,11,11-CENTRAL,23,23-ÑEMBY,0,0-ÑEMBY,1,1-ESCUELA PAZ DEL CHACO ,1,NORMAL,85516225
217,PARTIDO PATRIA SOÑADA,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-REGISTRO ELECTORAL DE PEDRO JUAN CABALLERO ,1,NORMAL,77311946
217,PARTIDO PATRIA SOÑADA,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-COL. NAC. JORGE GALLOSO,1,NORMAL,15064923
217,PARTIDO PATRIA SOÑADA,16,16-ALTO PARAGUAY ,1,1-PUERTO CASADO,0,0-PUERTO CASADO,1,1-REGISTRO ELECTORAL DE PEURTO CASADO,1,NORMAL,31479736
217,PARTIDO PATRIA SOÑADA,17,17-BOQUERON ,0,0-FILADELFIA ,0,0-FILADELFIA ,1,1-COL TEC NACIONAL (ESC. AMISTAD),1,NORMAL,97852162
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,91533938
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,1,1-CONCEPCION,0,0-CONCEPCION,0,0-CONCEPCION,1,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,NORMAL,12100032
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,2,2-SAN PEDRO,16,16-LIBERACION,0,0-LIBERACION,1,1-ESCUELA SAN JORGE,1,NORMAL,93083704
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-CENTRO REGIONAL DE EDUCACION CICLO 2,1,NORMAL,22134125
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,5,5-CAAGUAZU,3,3-CAAGUAZU,0,0-CAAGUAZU,1,1-INSTITUTO DE FORMACION DOCENTE,1,NORMAL,66611704
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,6,6-CAAZAPA,0,0-CAAZAPA,0,0-CAAZAPA,1,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,NORMAL,58454795
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,58458997
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,8,8-MISIONES,0,0-SAN JUAN BAUTISTA,0,0-SAN JUAN BAUTISTA,1,1-REGISTRO ELECTORAL DE SAN JUAN BAUTISTA MISIONES,1,NORMAL,42381970
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,9,9-PARAGUARI,0,0-PARAGUARI,0,0-PARAGUARI,1,1-TINGLADO MUNICIPAL,1,NORMAL,62413804
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-COL. ATANACIO RIERA AREA 1,1,NORMAL,50695949
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,11,11-CENTRAL,23,23-ÑEMBY,0,0-ÑEMBY,1,1-REGISTRO ELECTORAL DE ÑEMBY,1,NORMAL,10049085
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,12,12-ÑEEMBUCU ,0,0-PILAR ,0,0-PILAR ,1,1-ESCUELA JUAN PABLO II,1,NORMAL,28454319
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,14,14-CANINDEYU,16,16-YASY CAÑY,0,0-YASY CAÑY,1,1-ESC.BAS.N°2465 MBURUCUYA ,1,NORMAL,85246884
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,15,15-PRESIDENTE HAYES,9,9-TTE. IRALA FERNANDEZ,0,0-TTE.IRALA FERNANDEZ,1,1-REGISTRO ELECTORAL DE TTE. IRALA FERNANDEZ,1,NORMAL,17712380
218,PARTIDO CONVERGENCIA POPULAR SOCIALISTA,17,17-BOQUERON ,3,3-MCAL.ESTIGARRIBIA,0,0-MARISCAL ESTIGARRIBIA,1,1-TINGLADO DEL CENTRO SOCIAL,1,NORMAL,41655450
219,PARTIDO DEL MOVIMIENTO AL SOCIALISMO (P-MAS),0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-LOCAL PROPIO DEL PMAS,1,NORMAL,77662956
